"casenum","date","weight_","hhcode","pid","aelsid","aelsde","s12_3q21","s12_3q22","s12_3q31","s12_3q32","s12_3q41","s12_3q42","s12_3q51","s12_3q52","s12_3q61","s12_3q62","s12_3q71","s12_3q72"
113,"11/01/99",1,1841639,4,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,150
112,"11/01/99",1,1841639,4,1,"Purchased",0,160,0,125,0,8000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0,1.79769313486232e+308
1.79769313486232e+308,"",1.79769313486232e+308,1841739,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
114,"11/01/99",1,1841839,1,1,"Purchased",0,6000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
116,"11/01/99",1,1841939,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,40
115,"11/01/99",1,1841939,1,1,"Purchased",0,0,0,20,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,560
118,"11/01/99",1,1842039,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1000,0,200
117,"11/01/99",1,1842039,1,1,"Purchased",0,100,0,20,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,590
119,"11/01/99",1,1842139,1,1,"Purchased",0,0,0,30,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,120
71,"10/27/95",1,1910232,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,120,70
72,"10/27/95",1,1910232,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,30,110
87,"10/27/95",1,1910459,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,200,300
86,"10/27/95",1,1910459,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,150,150
83,"10/27/95",1,1911539,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,50,50,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
85,"10/27/95",1,1911539,2,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,150,500
84,"10/27/95",1,1911539,2,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,150,260
82,"10/27/95",1,1911639,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,110,110
81,"10/27/95",1,1911639,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,60,60
79,"10/27/95",1,1911739,2,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,300,320
78,"10/27/95",1,1911739,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1000,1.79769313486232e+308,1.79769313486232e+308
77,"10/27/95",1,1911739,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,6000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
80,"10/27/95",1,1911739,2,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,200,500
73,"10/27/95",1,1911839,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,120
74,"10/27/95",1,1911939,1,1,"Purchased",200,200,150,150,4000,12000,1.79769313486232e+308,6000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
76,"10/27/95",1,1911939,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,80,200
75,"10/27/95",1,1911939,1,2,"Inherited",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,120,230
91,"10/27/95",1,1912039,2,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,80,300
90,"10/27/95",1,1912039,2,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,220,220
88,"10/27/95",1,1912039,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,6000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
89,"10/27/95",1,1912039,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2500,1.79769313486232e+308,1.79769313486232e+308
94,"11/01/99",1,1921539,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
95,"11/01/99",1,1921639,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
96,"11/01/99",1,1921739,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,6000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,500
97,"11/01/99",1,1921739,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1000,500,1260
98,"11/01/99",1,1921839,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,50,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5000,1.79769313486232e+308,1000,1.79769313486232e+308,1450
99,"11/01/99",1,1921839,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1000
101,"11/01/99",1,1921939,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,300,1000
100,"11/01/99",1,1921939,1,1,"Purchased",300,300,150,150,5000,15000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,200,470
103,"11/01/99",1,1922039,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,400
102,"11/01/99",1,1922039,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,320
104,"11/01/99",1,1922139,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,150,150,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,7000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,200
105,"11/01/99",1,1922139,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1000,1.79769313486232e+308,280
106,"11/01/99",1,1922339,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,120,120,3000,3000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,210,210
107,"11/01/99",1,1922339,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,300,300
109,"11/01/99",1,1922439,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,220,220
108,"11/01/99",1,1922439,1,1,"Purchased",200,200,150,150,15000,9000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,180,180
119,"10/27/95",1,1940139,2,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,500,900
118,"10/27/95",1,1940139,1,1,"Purchased",140,140,200,100,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
96,"10/27/95",1,1940239,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,100,50,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
97,"10/27/95",1,1940239,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,400,600
105,"10/27/95",1,1940539,2,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1000
104,"10/27/95",1,1940539,1,1,"Purchased",250,180,100,70,1.79769313486232e+308,1.79769313486232e+308,6000,2500,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
106,"10/27/95",1,1940539,2,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2000,1700
121,"10/27/95",1,1940639,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2000,700,500,1000
120,"10/27/95",1,1940639,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,150,100,6000,1.79769313486232e+308,1.79769313486232e+308,6300,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
114,"10/27/95",1,1940739,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,100,25,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
115,"10/27/95",1,1940739,2,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,700,1400
116,"10/27/95",1,1940839,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,100,70,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
117,"10/27/95",1,1940839,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,900,1900
110,"10/27/95",1,1940939,1,1,"Purchased",300,300,300,270,1.79769313486232e+308,4000,1.79769313486232e+308,4000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
111,"10/27/95",1,1940939,1,2,"Inherited",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
112,"10/27/95",1,1940939,2,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,200,550
108,"10/27/95",1,1941039,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,8000,1.79769313486232e+308,6000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
107,"10/27/95",1,1941039,1,1,"Purchased",180,180,50,150,1.79769313486232e+308,4000,1.79769313486232e+308,4000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
109,"10/27/95",1,1941039,2,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,200,300
101,"10/27/95",1,1941139,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,200,100,5000,1.79769313486232e+308,1.79769313486232e+308,5000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
102,"10/27/95",1,1941139,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1000,400,1000
103,"10/27/95",1,1941139,2,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,100
100,"10/27/95",1,1941239,2,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,500,1100
99,"10/27/95",1,1941239,1,5,"Obtained from other sources",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1000,1.79769313486232e+308,1.79769313486232e+308
98,"10/27/95",1,1941239,1,1,"Purchased",1.79769313486232e+308,1.79769313486232e+308,60,100,7000,1.79769313486232e+308,1.79769313486232e+308,6000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
