"casenum","date","weight_","hhcode","s9_1q1","s9_1q2","pid","program","s9_1q5","s9_1q6","s9_1q7","s9_1q8","s9_1q9","s9_1q10","s9_1q11","s9_1q12","s9_1q13","s9_1q14","s9_1q15","s9_1q16","s9_1q17","s9_1q18","s9_1q19","s9_1q20","s9_1q21","s9_1q22"
133,"8/12/99",1,1030351,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,14,19,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
134,"8/12/99",1,1030352,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,14,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
113,"8/12/99",1,1030421,1,1,2,2,97,2,1.79769313486232e+308,1.79769313486232e+308,14,1.79769313486232e+308,2,3,25,2,6,4,1,2,3,4,1.79769313486232e+308,1.79769313486232e+308
129,"8/12/99",1,1030441,1,1,2,8,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,25,4,2,12,1,2,3,12,5,20
135,"8/12/99",1,1030459,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,14,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
114,"8/12/99",1,1030521,1,1,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,7,1.79769313486232e+308,1,2,35,1,1.79769313486232e+308,4,1,2,3,4,1.79769313486232e+308,1.79769313486232e+308
115,"8/12/99",1,1030521,1,1,7,8,7,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,30,0,8,12,1,2,3,12,5,20
130,"8/12/99",1,1030541,1,1,2,8,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,25,1,7,12,1,2,3,12,5,20
116,"8/12/99",1,1030621,1,1,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,14,1.79769313486232e+308,1,2,35,2,6,4,1,2,3,4,1.79769313486232e+308,1.79769313486232e+308
117,"8/12/99",1,1030721,1,1,2,2,1,2,1.79769313486232e+308,1.79769313486232e+308,14,1.79769313486232e+308,2,4,35,1,3,4,1,2,3,4,1.79769313486232e+308,1.79769313486232e+308
118,"8/12/99",1,1030821,1,1,2,2,97,2,1.79769313486232e+308,1.79769313486232e+308,3,7,4,1,10,3,1.79769313486232e+308,2,1,2,3,13,1.79769313486232e+308,1.79769313486232e+308
119,"8/12/99",1,1030821,1,1,2,8,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,30,1,1.79769313486232e+308,12,1,2,3,12,5,20
120,"8/12/99",1,1030921,1,1,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,13,1.79769313486232e+308,2,4,35,3,4,4,1,2,3,4,1.79769313486232e+308,1.79769313486232e+308
121,"8/12/99",1,1031021,1,1,2,2,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,35,5,6,4,1,2,1.79769313486232e+308,4,5,15
122,"8/12/99",1,1031121,1,1,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,12,1.79769313486232e+308,2,4,35,2,3,4,2,3,5,4,1.79769313486232e+308,1.79769313486232e+308
123,"8/12/99",1,1031221,1,1,2,2,97,2,1.79769313486232e+308,1.79769313486232e+308,2,5,4,2,10,4,1.79769313486232e+308,2,1,2,3,20,1.79769313486232e+308,1.79769313486232e+308
124,"8/12/99",1,1031221,1,1,2,8,2,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,30,2,9,12,2,3,5,12,5,50
1,"5/18/99",1,1110121,1,1,1,2,97,2,1.79769313486232e+308,1.79769313486232e+308,16,1.79769313486232e+308,2,1.79769313486232e+308,18,10,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,26,1.79769313486232e+308,1.79769313486232e+308
2,"5/22/99",1,1110121,1,1,2,2,97,2,1.79769313486232e+308,1.79769313486232e+308,17,1.79769313486232e+308,2,1.79769313486232e+308,12,5,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,26,1.79769313486232e+308,1.79769313486232e+308
3,"5/22/99",1,1110121,1,1,2,8,97,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,12,1,5,0,0,1.79769313486232e+308,1.79769313486232e+308,20,5,15
41,"5/22/99",1,1110141,1,1,2,2,1,2,1.79769313486232e+308,1.79769313486232e+308,7,1.79769313486232e+308,2,4,40,5,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308
54,"5/22/99",1,1110151,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,17,13,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
58,"5/22/99",1,1110152,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,28,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
4,"5/22/99",1,1110221,1,1,1,2,97,2,1.79769313486232e+308,1.79769313486232e+308,7,1.79769313486232e+308,1,2,0,9,2,0,0,1.79769313486232e+308,1.79769313486232e+308,21,1.79769313486232e+308,1.79769313486232e+308
5,"5/22/99",1,1110221,1,1,2,2,1,2,1.79769313486232e+308,1.79769313486232e+308,7,1.79769313486232e+308,1,2,0,7,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,21,1.79769313486232e+308,1.79769313486232e+308
6,"5/22/99",1,1110221,1,1,2,8,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,10,0,10,0,0,1.79769313486232e+308,1.79769313486232e+308,42,5,15
45,"5/22/99",1,1110241,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,22,24,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
60,"5/22/99",1,1110251,1,1,2,2,97,2,1.79769313486232e+308,1.79769313486232e+308,12,1.79769313486232e+308,2,1.79769313486232e+308,12,7,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,26,1.79769313486232e+308,1.79769313486232e+308
61,"5/22/99",1,1110251,1,1,4,2,97,2,1.79769313486232e+308,1.79769313486232e+308,12,1.79769313486232e+308,2,1,10,7,3,0,6,1.79769313486232e+308,1.79769313486232e+308,26,1.79769313486232e+308,1.79769313486232e+308
62,"5/22/99",1,1110251,1,1,7,8,97,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,10,0,3,0,6,1.79769313486232e+308,1.79769313486232e+308,16,5,30
63,"5/22/99",1,1110251,1,1,10,8,7,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,10,0,3,0,6,1.79769313486232e+308,1.79769313486232e+308,26,5,30
64,"5/22/99",1,1110251,1,1,11,8,7,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1,10,0,3,0,6,1.79769313486232e+308,1.79769313486232e+308,26,5,30
59,"5/22/99",1,1110251,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,24,23,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
7,"5/22/99",1,1110321,1,1,1,2,97,2,1.79769313486232e+308,1.79769313486232e+308,7,1.79769313486232e+308,5,1.79769313486232e+308,10,10,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,21,1.79769313486232e+308,1.79769313486232e+308
8,"5/22/99",1,1110321,1,1,2,1,97,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5,1.79769313486232e+308,10,2,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,4,5,22
9,"5/22/99",1,1110321,1,1,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,7,1.79769313486232e+308,5,1.79769313486232e+308,10,3,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,21,1.79769313486232e+308,1.79769313486232e+308
48,"5/22/99",1,1110341,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,12,28,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
65,"5/22/99",1,1110351,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,20,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
10,"5/22/99",1,1110421,1,1,1,2,97,2,1.79769313486232e+308,1.79769313486232e+308,7,1.79769313486232e+308,5,1.79769313486232e+308,12,10,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,42,1.79769313486232e+308,1.79769313486232e+308
50,"5/22/99",1,1110441,1,1,2,8,97,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,2,12,0,6,0,0,1.79769313486232e+308,1.79769313486232e+308,52,5,1.79769313486232e+308
49,"5/22/99",1,1110441,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,22,24,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
67,"5/22/99",1,1110459,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,13,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
14,"5/22/99",1,1110521,1,1,1,2,97,2,1.79769313486232e+308,1.79769313486232e+308,16,17,1,2,12,8,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,26,1.79769313486232e+308,1.79769313486232e+308
15,"5/22/99",1,1110521,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,12,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
53,"5/22/99",1,1110541,1,1,5,3,97,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,0,3,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,15,5,15
16,"5/22/99",1,1110621,1,1,1,2,97,2,1.79769313486232e+308,1.79769313486232e+308,7,1.79769313486232e+308,2,1.79769313486232e+308,12,5,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,45,1.79769313486232e+308,1.79769313486232e+308
17,"5/22/99",1,1110621,1,1,2,4,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,10,2,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,52,3,12
18,"5/22/99",1,1110721,1,1,1,2,97,2,1.79769313486232e+308,1.79769313486232e+308,7,1.79769313486232e+308,4,1.79769313486232e+308,12,10,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,52,1.79769313486232e+308,1.79769313486232e+308
19,"5/22/99",1,1110721,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,12,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
20,"5/22/99",1,1110821,1,1,1,2,97,2,1.79769313486232e+308,1.79769313486232e+308,7,1.79769313486232e+308,4,2,10,10,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,52,1.79769313486232e+308,1.79769313486232e+308
21,"5/22/99",1,1110821,1,1,2,2,1,2,1.79769313486232e+308,1.79769313486232e+308,15,1.79769313486232e+308,4,2,10,8,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,52,1.79769313486232e+308,1.79769313486232e+308
24,"5/22/99",1,1110921,1,1,1,2,97,2,1.79769313486232e+308,1.79769313486232e+308,7,1.79769313486232e+308,2,1.79769313486232e+308,10,5,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,7,1.79769313486232e+308,1.79769313486232e+308
25,"5/22/99",1,1110921,1,1,2,4,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5,1.79769313486232e+308,10,0,2,0,0,1.79769313486232e+308,1.79769313486232e+308,12,5,17
26,"5/22/99",1,1110921,1,1,3,4,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5,1.79769313486232e+308,10,0,2,0,0,1.79769313486232e+308,1.79769313486232e+308,12,5,17
27,"5/22/99",1,1110921,1,1,4,4,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,5,1.79769313486232e+308,10,0,2,0,0,1.79769313486232e+308,1.79769313486232e+308,12,5,17
28,"5/22/99",1,1111021,1,1,1,2,97,2,1.79769313486232e+308,1.79769313486232e+308,7,1.79769313486232e+308,1,1.79769313486232e+308,10,5,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,28,1.79769313486232e+308,1.79769313486232e+308
29,"5/22/99",1,1111021,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,12,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
31,"5/22/99",1,1111022,1,1,2,2,97,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,12,3,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,40,5,10
30,"5/22/99",1,1111022,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
32,"5/22/99",1,1111121,1,1,1,2,97,2,1.79769313486232e+308,1.79769313486232e+308,12,1.79769313486232e+308,5,1.79769313486232e+308,10,4,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,28,1.79769313486232e+308,1.79769313486232e+308
33,"5/22/99",1,1111121,1,1,2,4,97,2,1.79769313486232e+308,1.79769313486232e+308,12,1.79769313486232e+308,5,1.79769313486232e+308,10,3,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,9,1.79769313486232e+308,1.79769313486232e+308
34,"5/22/99",1,1111221,1,1,1,2,97,2,1.79769313486232e+308,1.79769313486232e+308,7,1.79769313486232e+308,2,4,12,10,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,40,1.79769313486232e+308,1.79769313486232e+308
37,"5/22/99",1,1111222,1,1,1,8,97,2,1.79769313486232e+308,1.79769313486232e+308,15,1.79769313486232e+308,4,1.79769313486232e+308,10,2,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,26,1.79769313486232e+308,1.79769313486232e+308
38,"5/22/99",1,1111222,1,1,2,4,97,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,1.79769313486232e+308,10,2,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,26,5,15
39,"5/22/99",1,1111222,1,1,2,8,97,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,4,10,2,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,26,5,15
84,"7/24/99",1,1120121,1,1,1,2,97,2,1.79769313486232e+308,1.79769313486232e+308,16,17,2,4,12,5,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,26,1.79769313486232e+308,1.79769313486232e+308
85,"7/24/99",1,1120121,1,1,2,2,1,2,1.79769313486232e+308,1.79769313486232e+308,16,13,2,4,12,5,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,26,1.79769313486232e+308,1.79769313486232e+308
86,"7/24/99",1,1120121,1,1,2,4,2,2,1.79769313486232e+308,1.79769313486232e+308,12,13,4,1.79769313486232e+308,12,1,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
114,"7/24/99",1,1120141,1,1,3,8,97,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,1.79769313486232e+308,12,1,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,1,7,25
115,"7/24/99",1,1120141,1,1,8,1,3,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,1.79769313486232e+308,12,4,6,0,0,1.79769313486232e+308,1.79769313486232e+308,10,6,18
116,"7/24/99",1,1120142,1,1,2,8,97,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,4,1,12,2,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,52,5,15
123,"7/24/99",1,1120151,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,24,17,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
87,"7/24/99",1,1120221,1,1,1,2,97,2,1.79769313486232e+308,1.79769313486232e+308,16,17,1,2,10,10,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,26,1.79769313486232e+308,1.79769313486232e+308
88,"7/24/99",1,1120221,1,1,2,2,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,10,8,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,26,6,15
89,"7/24/99",1,1120221,1,1,8,2,1,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,2,10,2,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,26,6,15
117,"7/24/99",1,1120241,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,17,24,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
124,"7/24/99",1,1120251,1,1,1,8,1,2,1.79769313486232e+308,1.79769313486232e+308,17,1.79769313486232e+308,2,3,12,3,1.79769313486232e+308,0,0,1.79769313486232e+308,1.79769313486232e+308,52,1.79769313486232e+308,1.79769313486232e+308
