"casenum","date","weight_","hhcode","crisisid","crisisde","loss","hcf1","hcf2","exp"
20,"7/13/99",1,320241,24,"Expenditure for daughter's marriage",40000,2,5,40000
33,"7/13/99",1,320251,30,"Others",100000,3,7,100000
3,"7/13/99",1,320311,3,"Burglery/Theft",15000,12,3,15000
21,"7/13/99",1,320341,24,"Expenditure for daughter's marriage",16000,7,2,16000
22,"7/13/99",1,320341,30,"Others",214000,1,1.79769313486232e+308,1.79769313486232e+308
4,"7/13/99",1,320411,5,"Death of cow/buffalo",11000,1,1.79769313486232e+308,1.79769313486232e+308
23,"7/13/99",1,320441,30,"Others",3000,23,1.79769313486232e+308,3000
24,"7/13/99",1,320442,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
25,"7/13/99",1,320443,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
34,"7/13/99",1,320459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
5,"7/13/99",1,320511,8,"Huge expenditure due to illness",20000,4,2,20000
26,"7/13/99",1,320541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
6,"7/13/99",1,320611,8,"Huge expenditure due to illness",9000,22,1.79769313486232e+308,9000
27,"7/13/99",1,320641,25,"Sacking without reason",96000,2,1.79769313486232e+308,96000
7,"7/13/99",1,320711,8,"Huge expenditure due to illness",4000,2,1.79769313486232e+308,4000
8,"7/13/99",1,321011,7,"Damage to house/land due to cyclone",5000,6,1.79769313486232e+308,5000
9,"7/13/99",1,321011,30,"Others",10000,23,1.79769313486232e+308,11500
10,"7/13/99",1,321111,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
11,"7/13/99",1,321211,30,"Others",80000,3,1.79769313486232e+308,80000
12,"7/13/99",1,321212,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
13,"7/13/99",1,321311,3,"Burglery/Theft",15000,1,1.79769313486232e+308,1.79769313486232e+308
14,"7/13/99",1,321311,30,"Others",30000,7,1.79769313486232e+308,30000
15,"7/13/99",1,321411,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
16,"7/13/99",1,321412,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1,"8/14/99",1,330111,8,"Huge expenditure due to illness",7000,3,1.79769313486232e+308,7000
15,"8/22/99",1,330141,30,"Others",3000,23,1.79769313486232e+308,3450
21,"8/22/99",1,330151,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2,"8/22/99",1,330211,8,"Huge expenditure due to illness",12000,7,23,12000
3,"8/22/99",1,330211,16,"Expenditure incurred on court/polic",3500,3,7,35000
16,"8/22/99",1,330241,16,"Expenditure incurred on court/polic",4000,4,2,4000
17,"8/22/99",1,330241,30,"Others",10000,22,7,10000
22,"8/22/99",1,330251,24,"Expenditure for daughter's marriage",100000,3,7,100000
18,"8/22/99",1,330341,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
4,"8/22/99",1,330411,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
23,"8/22/99",1,330459,8,"Huge expenditure due to illness",45000,22,1.79769313486232e+308,45000
5,"8/22/99",1,330511,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
19,"8/22/99",1,330541,8,"Huge expenditure due to illness",600,23,1.79769313486232e+308,600
6,"8/22/99",1,330611,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
20,"8/22/99",1,330641,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
7,"8/22/99",1,330731,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
8,"8/22/99",1,330811,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
9,"8/22/99",1,330911,8,"Huge expenditure due to illness",1500,7,2,1500
10,"8/22/99",1,331111,8,"Huge expenditure due to illness",1200,2,4,12000
11,"8/22/99",1,331211,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
12,"8/22/99",1,331311,2,"Crop damage",3000,1,1.79769313486232e+308,1.79769313486232e+308
13,"8/22/99",1,331411,8,"Huge expenditure due to illness",4000,5,1.79769313486232e+308,4000
14,"8/22/99",1,331412,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
94,"6/26/99",1,410111,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
108,"6/28/99",1,410141,8,"Huge expenditure due to illness",5000,2,1.79769313486232e+308,5000
116,"6/28/99",1,410151,8,"Huge expenditure due to illness",7000,2,1.79769313486232e+308,1.79769313486232e+308
117,"6/28/99",1,410151,30,"Others",10000,12,1.79769313486232e+308,80000
95,"6/26/99",1,410211,8,"Huge expenditure due to illness",600,2,4,600
109,"6/28/99",1,410241,21,"Torture for dowry",1.79769313486232e+308,4,5,5000
118,"6/28/99",1,410251,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
96,"6/26/99",1,410311,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
110,"6/28/99",1,410341,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
111,"6/28/99",1,410342,9,"Loss of money",1000,1,1.79769313486232e+308,1.79769313486232e+308
112,"6/28/99",1,410343,2,"Crop damage",2000,1,1.79769313486232e+308,1.79769313486232e+308
113,"6/28/99",1,410344,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
119,"6/28/99",1,410351,8,"Huge expenditure due to illness",7000,3,4,7000
120,"6/28/99",1,410351,12,"Land related litigation",10000,2,4,10000
121,"6/28/99",1,410351,21,"Torture for dowry",1.79769313486232e+308,2,1.79769313486232e+308,10000
97,"6/26/99",1,410411,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
114,"6/28/99",1,410441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
122,"6/28/99",1,410459,8,"Huge expenditure due to illness",1300,2,1.79769313486232e+308,1300
98,"6/26/99",1,410511,8,"Huge expenditure due to illness",8000,2,1.79769313486232e+308,8000
115,"6/28/99",1,410541,8,"Huge expenditure due to illness",2000,2,1.79769313486232e+308,2000
99,"6/26/99",1,410611,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
100,"6/26/99",1,410612,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
101,"6/26/99",1,410711,16,"Expenditure incurred on court/polic",200,4,1.79769313486232e+308,200
102,"6/26/99",1,410712,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
103,"6/26/99",1,410811,5,"Death of cow/buffalo",1500,1,1.79769313486232e+308,1.79769313486232e+308
104,"6/26/99",1,410911,8,"Huge expenditure due to illness",2000,2,1.79769313486232e+308,2000
105,"6/26/99",1,411011,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
106,"6/26/99",1,411111,9,"Loss of money",43000,20,1.79769313486232e+308,43000
107,"6/28/99",1,411211,2,"Crop damage",4500,1,1.79769313486232e+308,1.79769313486232e+308
1,"8/09/95",1,420111,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
17,"8/09/95",1,420141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
22,"8/09/95",1,420151,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2,"8/09/95",1,420211,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
18,"8/09/95",1,420241,27,"Burning of house by fire",6000,9,15,6000
23,"8/09/95",1,420251,16,"Expenditure incurred on court/polic",4500,2,1.79769313486232e+308,4500
3,"8/09/95",1,420311,8,"Huge expenditure due to illness",5000,3,1.79769313486232e+308,14000
19,"8/09/95",1,420341,8,"Huge expenditure due to illness",13000,2,15,13000
24,"8/09/95",1,420351,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
4,"8/09/95",1,420411,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
20,"8/09/95",1,420441,2,"Crop damage",1800,1,1.79769313486232e+308,1.79769313486232e+308
25,"8/09/95",1,420459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
5,"8/09/95",1,420521,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
6,"8/09/95",1,420522,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
21,"8/09/95",1,420541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
7,"8/09/95",1,420611,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
8,"8/09/95",1,420711,24,"Expenditure for daughter's marriage",8000,23,15,1.79769313486232e+308
9,"8/09/95",1,420821,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
10,"8/09/95",1,420921,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
11,"8/09/95",1,421021,8,"Huge expenditure due to illness",2000,4,2,2000
12,"8/09/95",1,421121,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
13,"8/09/95",1,421211,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
14,"8/09/95",1,421212,8,"Huge expenditure due to illness",1000,1,1.79769313486232e+308,1.79769313486232e+308
15,"8/09/95",1,421212,9,"Loss of money",800,1,1.79769313486232e+308,1.79769313486232e+308
16,"8/09/95",1,421213,30,"Others",1000,4,2,1000
1,"6/24/99",1,430111,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
16,"6/24/99",1,430141,28,"Family feud",1.79769313486232e+308,2,1.79769313486232e+308,3000
23,"6/24/99",1,430151,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2,"6/24/99",1,430211,8,"Huge expenditure due to illness",3000,2,1.79769313486232e+308,3000
17,"6/24/99",1,430241,3,"Burglery/Theft",2500,1,1.79769313486232e+308,1.79769313486232e+308
24,"6/24/99",1,430251,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
25,"6/24/99",1,430252,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
3,"6/24/99",1,430311,21,"Torture for dowry",1.79769313486232e+308,2,4,4000
18,"6/24/99",1,430341,8,"Huge expenditure due to illness",5000,3,1.79769313486232e+308,5000
19,"6/24/99",1,430341,12,"Land related litigation",4000,3,1.79769313486232e+308,4000
4,"6/24/99",1,430411,12,"Land related litigation",5000,2,1.79769313486232e+308,5000
20,"6/24/99",1,430441,8,"Huge expenditure due to illness",12000,2,4,12000
21,"6/24/99",1,430442,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
26,"6/24/99",1,430459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
5,"6/24/99",1,430511,8,"Huge expenditure due to illness",5000,3,1.79769313486232e+308,5000
6,"6/24/99",1,430511,9,"Loss of money",5000,23,1.79769313486232e+308,5000
22,"6/24/99",1,430541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
7,"6/24/99",1,430611,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
8,"6/24/99",1,430711,8,"Huge expenditure due to illness",3000,1,1.79769313486232e+308,1.79769313486232e+308
9,"6/24/99",1,430811,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
10,"6/24/99",1,430812,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
11,"6/24/99",1,430813,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
12,"6/24/99",1,430911,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
13,"6/24/99",1,431011,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
14,"6/24/99",1,431111,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
15,"6/24/99",1,431211,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
41,"9/09/99",1,440119,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
52,"9/09/99",1,440149,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
57,"9/09/99",1,440159,4,"Theft of cow/buffalo",4000,24,1.79769313486232e+308,4000
42,"9/09/99",1,440219,27,"Burning of house by fire",25000,12,17,25000
53,"9/09/99",1,440249,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
58,"9/09/99",1,440259,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
43,"9/09/99",1,440319,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
54,"9/09/99",1,440349,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
59,"9/09/99",1,440359,21,"Torture for dowry",5000,24,1.79769313486232e+308,5000
44,"9/09/99",1,440419,4,"Theft of cow/buffalo",5000,23,1.79769313486232e+308,5000
55,"9/09/99",1,440449,8,"Huge expenditure due to illness",15000,4,2,15000
60,"9/09/99",1,440459,8,"Huge expenditure due to illness",3000,2,1.79769313486232e+308,3000
45,"9/09/99",1,440519,15,"Undue harrassment by police",10000,4,22,10000
56,"9/09/99",1,440549,27,"Burning of house by fire",5000,22,1.79769313486232e+308,3000
61,"9/09/99",1,440559,2,"Crop damage",8000,24,1.79769313486232e+308,8000
46,"9/09/99",1,440619,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
47,"9/09/99",1,440719,8,"Huge expenditure due to illness",5000,23,1.79769313486232e+308,5000
48,"9/09/99",1,440819,2,"Crop damage",6000,24,1.79769313486232e+308,1.79769313486232e+308
49,"9/09/99",1,440919,8,"Huge expenditure due to illness",1000,23,1.79769313486232e+308,1000
50,"9/09/99",1,441019,8,"Huge expenditure due to illness",10000,2,1.79769313486232e+308,10000
51,"9/09/99",1,441019,30,"Others",8000,17,1.79769313486232e+308,8000
77,"7/13/99",1,510111,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
91,"7/20/99",1,510141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
97,"7/20/99",1,510151,2,"Crop damage",20000,2,1.79769313486232e+308,20000
98,"7/20/99",1,510152,2,"Crop damage",15000,1,1.79769313486232e+308,1.79769313486232e+308
78,"7/20/99",1,510211,8,"Huge expenditure due to illness",7000,23,1.79769313486232e+308,7000
79,"7/20/99",1,510211,24,"Expenditure for daughter's marriage",50000,23,2,50000
92,"7/20/99",1,510241,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
99,"7/20/99",1,510251,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
80,"7/20/99",1,510311,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
93,"7/20/99",1,510341,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
100,"7/20/99",1,510351,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
81,"7/20/99",1,510411,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
94,"7/20/99",1,510441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
95,"7/20/99",1,510442,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
101,"7/20/99",1,510459,8,"Huge expenditure due to illness",10000,6,1.79769313486232e+308,10000
82,"7/20/99",1,510511,8,"Huge expenditure due to illness",10000,2,1.79769313486232e+308,10000
96,"7/20/99",1,510541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
83,"7/20/99",1,510611,10,"Evacuation from land",5000,5,1.79769313486232e+308,5000
84,"7/20/99",1,510711,2,"Crop damage",8000,1,1.79769313486232e+308,1.79769313486232e+308
85,"7/20/99",1,510712,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
86,"7/20/99",1,510811,2,"Crop damage",20000,1,1.79769313486232e+308,1.79769313486232e+308
87,"7/20/99",1,510911,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
88,"7/20/99",1,511011,2,"Crop damage",20000,12,18,20000
89,"7/20/99",1,511111,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
90,"7/20/99",1,511211,2,"Crop damage",10000,18,1.79769313486232e+308,10000
157,"6/19/99",1,520111,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
171,"6/19/99",1,520141,2,"Crop damage",10000,5,1.79769313486232e+308,10000
